raw,reference,residual
2.75,2.877685024154585,-0.12768502415458505
2.96,2.9464347826086907,0.013565217391309226
3.03,3.018919806763279,0.011080193236720604
3.22,3.097171014492748,0.12282898550725241
3.16,3.165934299516903,-0.005934299516902719
3.46,3.228040579710139,0.23195942028986094
3.45,3.2803806763284977,0.16961932367150245
3.29,3.322135265700478,-0.032135265700477866
3.4,3.347497584541056,0.05250241545894374
3.31,3.3757893719806713,-0.06578937198067125
3.35,3.423018357487917,-0.07301835748791685
3.32,3.459574879227048,-0.13957487922704814
3.46,3.4738028985507183,-0.013802898550718368
3.47,3.4913758454106225,-0.02137584541062232
3.58,3.525661835748787,0.05433816425121307
3.49,3.570842512077289,-0.08084251207728865
3.61,3.630046376811589,-0.020046376811589273
3.66,3.6794009661835694,-0.019400966183569235
3.73,3.7360289855072404,-0.006028985507240403
3.76,3.7946202898550667,-0.03462028985506693
3.82,3.843049275362313,-0.02304927536231327
3.8,3.8895420289855007,-0.0895420289855009
3.98,3.9092676328502347,0.07073236714976527
4.0,3.932693719806757,0.06730628019324314
4.23,3.959893719806757,0.27010628019324345
4.27,3.97778550724637,0.29221449275362943
4.2,4.01985700483091,0.18014299516909027
4.06,4.09771787439613,-0.03771787439613039
3.96,4.176730434782602,-0.216730434782602
3.99,4.263132367149752,-0.27313236714975186
4.16,4.339951690821248,-0.17995169082124818
4.18,4.424015458937191,-0.24401545893719145
4.2,4.505986473429945,-0.3059864734299449
4.35,4.578085024154581,-0.22808502415458154
4.8,4.66529661835748,0.13470338164251938
4.94,4.771371980676322,0.16862801932367866
5.0,4.8634531400966114,0.13654685990338855
5.53,4.970821256038639,0.5591787439613611
5.43,5.081458937198059,0.3485410628019405
5.12,5.172409661835742,-0.052409661835741694
5.06,5.222461835748785,-0.16246183574878525
5.05,5.255095652173904,-0.20509565217390424
5.28,5.2850937198067545,-0.0050937198067542155
5.27,5.305627053140088,-0.03562705314008863
5.36,5.313138164251199,0.04686183574880154
5.65,5.324019323671489,0.3259806763285118
5.41,5.350077294685984,0.059922705314016333
